answer,is_true
HBOHBSTLHBPQHBGDMHBGDMaOHGBGDMBEBMBCCPQBGBCBSBTMRBGAMeBMR,0
HBOHBSTLHBPQHBGDMHBGDMaOHGBGDMBEBMBCCPQBGBCBSBTMRBGAMeBMR,0
HBOHBSTLHBPQaOHBGDMBEBMBCCPQBGBCBSBTMReBCBMR,0
HBOHBSTLHBPQHBGDMHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBGAMeBMR,0
HBOHBSTLHBPQHBGDLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,0
HBOHBSTLHBPQHBGDLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,0
HBOHBSTLHBPQHBMaOHBGDMBEBMBCCPQBGBCBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDMHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEBMBCCPQBGBSBTRBCGBMR,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEBMBCCPQBGBSBTMRBCGBMR,1
HBOHBSTPQ,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBCGBMR,1
HBOHBSTLHBPQHBMaOHBGDMBEBMBCCPQBGBCBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDLBLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,1
HBOHBSTLHBPQHBGDLBLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBGDPQHBGDLBLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBGDPQHBGDLBLBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,0
HBOHBSTLHBPQHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBGDLBMHBMaOBGDMBEGBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,1
HBOHBSTLHBPQHBGDLBMHBMaOBGDMBEBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,1
HBOHBSTLHBPQHNBGOHNPBOBOHPNBPMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBGDLBMHBMaOBGDMBEBMBCCPQBGBCBSBTMRBGOHPBCBMeBMR,1
HBOHBSTLHBPQHNBGOHNPBOBOHPNBPMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHNBGOHNPBOfOHPNBPMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBGDLBMHBMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBLBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHNBGOHNPBOfOHPNBPMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBMHBGDLBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHNBGOHNPBOfOHPNBPMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBGDMHBMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTPQHBMHBSDTMBSDTGDMBSDTGDMBSDTGCDMHBGDMHNBGOHNPBOfOHPNBPMaOHBGDMBEBMBCDPQBODLBSBTPMRR,0
BOBGDAABGDPQeBGAMR^QeBGAMRaOAGAMBGDEAMBCCPQBGBNBReAM,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQ,0
KBOKBPQBOBGDAABGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
HBOHBSTLHBPQ,0
KBOKBPQBOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
HBOHBSTLHBPQ,0
HBOHBSTLHBPQHNBGOHNPBOfOHPNBPMHBGDMcOBEDPQaOHBGDMBEGBMBCCPQBGBCBSBTMRBGBCBMeBMRR,0
KBOKBPQBOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQBOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
HBOHBSTLHBPQHBSBTMHBGDMHBGDMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeB,0
HBOHBSBTLHBPQHBSBTMHBGDMHBGDMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeB,0
HBOHBSTLHBPQHBSBTMHBGDMHBGDMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeB,0
HBOHBSTLHBPQHBSBTMHBGDMHBGDMHBMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeB,0
HBOHBSTLHBPQHBMHBSBTMHBGDMHBGDMHBMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeB,0
HBOHBSTLHBPQHBMHBSBTMHBGDMHBGDMHBMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeBR,0
HBOHBSTLHBPQHBMHBGDMHBGDMHBMaOBGDLBEBLBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBMHBGDMHBGDMHBMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBGDMHBGDMHBMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBGBSTCBMR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBSTMBCCPR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBSTMBCCPQRR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQRR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQeBGBSTCBCBMRR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQeBGBSTCBMRR,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQeBGBSTCBMRR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBGBSTCBMReBMR,0
HBOHBSTLHBPQHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGBCBMR,0
HBOHBSTLHBPQHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMReBGBCBMR,0
HBOHBSTLHBPQHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGBCBMeBMR,1
KBOKBPQcOBGDBBGDPQeBGDMR^QeBGDMRaOHBGDMBEBMBCCPQBGBNBReBMR,0
HBOHBSTLHBPQHBLBGDMHBMHBSDTGQDLDLDLDLDLDLDLDLDLDRMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGOHPBCOHPBMBODLBPMeDMR,1
HBOHBSTLHBPQHBLBGDMHBMHBSDTGQDLDLDLDLDLDLDLDLDLDRMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGOHPBCOHPBMBODLBPMeDMR,1
HBOHBSTLHBPQHBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHNBSTLHBPQHBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HNBOHBSTLHBPQHBGDMaOBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBMHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGOHPBCOHPBMBODLBPMeBMR,0
HNBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBMHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGOHPBCOHPBMBODLBPMeBMR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGOHPBCOHPBMBODLBPMeBMR,1
HBOHBSTLHBPQHBMHBMHBMBGDMaOBGDMBEBMBCCPQBCGBSBTMRBGBCOHPBMBODLBPMeBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMReBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMReBMR,1
HBOHBSTLHBPQHBLBMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBLBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBLBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBGAMHBMHBMaOBGDMBEBLBCCPQBCGBSBTMRBGBCBMeOBPMR,0
HBOHBSTLHBPQHBGAMHBMHBMaOBGDMBEBMBCCPQBCGBSBTMRBGBCBMeOBPMR,1
,0
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTURBCGBMeBMR,0
,0
,0
,0
,0
,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTRBGBCBeBMR,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBeBMR,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBCDTMRBGBCBMeBMR,1
,0
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBCDTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBCDTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBGDMaOBGDMBEGBMBCCPQBCGBSBTMRBGBCOBCDPMeBMR,1
HBOHBSTLHBPQHBMBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBGBCBMeBMR,0
HBOHBSTLHBPQHBMBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBSTLHBPQHBMHBMaOBGDMBEBMBCCPQBCGBSBTMReBCBMR,1
HBOHBSTLHBPQHBGDMHBMaOBGDMBEBMBCCPQBCGBSBTMReBCBMR,1
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBCGBMeBMR,0
HBOHBSTLHBPQHBMBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBGBCBMeBMR,1
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBCGBMeBMR,0
HBOHBSTLHBPQHBGAMHBMHBMaOBGDMBEBMBCCPQBCGBSBTMRBGBCBMeOBPMR,1
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBCGOBCDPMeBMR,0
,0
HBOHBSTLHBPQHBGAMHBMHBMaOBGDMBEBMBCCPQBCGBSBTMRBGBCBMeOBPMR,1
,0
,0
,0
,0
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBCGBSBTMRBCGOBPMeBMR,0
HBOHBLHBPQHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBCGOBPMeBMR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBGBCBSBTMRBCGOBPMeBMR,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
HBOHBSTLHBPHBGBSDTMaOBGDMBEBMBCCPQBGBCBSBTMRHBGBCBMeBR,0
HBOHBSTLHBPQHBGBSDTMaOBGDMBEBMBCCPQBGBCBSBTMRHBGBCBMeBR,0
HBOHBSTLHBPQHBGBSDTMaOHBGDMBEBMBCCPQBGBCBSBTMRHBGBCBMeBR,0
HBOHBSTLHBPQHBGBSDTMaOHBGDMBEBMBCCPQBGBCBSBTMRHBGBCBMeBR,0
HBOHBSTLHBPQHBGBSDTMaOHBGDMBEBMBCCPQBGBCBSBTMRHBGBCBMeBMR,1
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQBGBCBSBTM,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQ,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQ,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQ,0
HBOHBSTLHBPQHBGDHBaOBGGDMBEBLBCCPQBCGBSBTMReBCBMR,0
HBOHBSTLHBPQHBGDHBaOBGGDMBEBMBCCPQBCGBSBTMReBCBMR,0
HBOHBSTLHBPQHBGDMaOHBGDMBEBMBCCPQ,0
