answer,is_true
KBOKBPQcOOBGGDPAAOBGGDPPeDM^HBaOHBGBLBGGDLBCGDPQBGBNBMReBMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRRR,0
KBOKBPQKBMaOKBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQKBMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMHBM]QBGBCDMBGBNBMRVOBEDPMeBMR,0
KBOKBPQKBMKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBaOHBGBLBGGDLBCGDPQBGBNBMReBMR,0
KBOKBPQKBMKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQR,1
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRRR,0
KBOKBPQKBMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQaOBGGBMBEDMBCCPQBGBNBMReBMR,0
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMR^QBGDMReBMR,0
KBOKBPQKBMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBMaOHBGBLBGGDLBCGDPQBGBNBMReBMR,0
KBOKBPQKBGDMKBGDMaOKBGDMBEGBMBCCPQBGBNBNBMReBMR,1
KBOKBPQaOHBGGBMBEDMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOBBGDMBEBMBCCPQBGBNBMReBMRBODPM,0
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMR^QBGDMRBOPMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBMaOHBGBMBGGDMBCGDPQBGBNBMReBMR,0
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMR^QBGDMReBMR,0
KBOKBPQKBMKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMaOBGGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQKBMaOKBGDMBEGBMBCCPQcOBGDPQBGDMRBGBNBMReBMR,1
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMRcOBGDPQBGDMReBMR,0
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMRcOBGDPQBGDMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBMaOHBGBMBGGDMBGBCDPQBGBNBMReBMR,0
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKGBGDMcOBGGDPQeDMRaOBBGDMBEBMBCCPQBGBNBMReBMRBODPM,0
KBOKBPQKBMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMRcOBGDPQBGDMReBMR,0
KBOKBPQHBGDMaOBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBMHBMcOBAGDPQBGBM]QBGBCDMBGBNBMRVOBEDPMRcOBGGDPQBGDMReBMR,0
KBOKBPQHBGDMHBMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQKGBGDMcOBGGDPQeDMRaOBBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBGDMHBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMRBODLBPMeBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOBGBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGBMBGGDMBGBCDPQBGBNBMReBMR,0
KBOKBPQHBMKBGDMaOBGDMBEGBMBCCPBGBNBMeBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMBODLBPMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBMaOHBGBMBGGDMBGBCDPQBGBNBMReBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMRBODLBPMeBMR,1
KBOKBPQKBMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOBBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMRBODLBPMeBMR,1
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRRR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBGBCDPQHBGBNBMReBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGGBMBEDMBCCPQBGBNBMRBODLBPMeBMR,1
KBOKBPQKBGDMaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMHBGDMaOBGDMBEGBMBCCPBGBNDeBR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRReBMR,0
KBOKBPQHBMHBGDMaOBGDMBEGBMBCCPBGBNDMeBR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBGBCDPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOBGDMBEGBMBCCPQBGBNBMRR,0
HBOPQHBLBLBGDMBODPMBODLABPMaOBGDMBEGBMBCCPBGBNBMBODLBLBPMeDMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMKBGDMcOBGGDPQeBMRaOKBGDMBEBMBCCPQBGBNBMReBMR,1
HBLBLBGDMBODPMBODLABPMaOBGDMBEGBMBCCPBGBNBMBODLBLBPMeDM,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
HBLBLBGDMBODPMBODLABPMaOBGDMBEGBMBCCPBGBNBMBODLBLBPMeDM,0
KBOKBPQKBGDMaOBGDMBEGBMBCCPQBGBNBMReBR,0
KBOKBPQHBMHBGDMaOBGDMBEGBMBCCPBGBNBMeBR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCOBNBPMReBMR,1
KBOKBPQKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBGBCDPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNOBCDPMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBCDMReBMR,1
KBOKBPQHBMHBGDMKBMaOBGDMBEGBMBCCPBGBNBMeBR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBCDMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBGBCDPQBGBNBMReBMR,1
KBOHBPQHBMKBGDMaOBGDMBEGBMBCCPBGBNBMeBMRHBOPQHBMBODPMBODLABPMBODLBLBOBPPMeDMR,0
KBOHBPQHBMKBGDMaOBGDMBEGBMBCCPBGBNBMeBMRHBOPQHBMBODPMBODLABPMBODLBLBOBPPMeDMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBGBCDPQBGBNBMReBMR,1
KBOKBPQKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQHBMHBGDMaOBGDMBEGBMBCCPBNGBMeBR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQHBMHBGDMaOBGDMBEGBMBCCPBNGBMeBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQKBLBGDMaOBGDMBEGBMBCCPBGBNBMeDMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQKBLBGDMaOBGDMBEGBMBCCPBGBNBMBODLBLBPMeDMR,0
HBOHPQHBMHBMHBMBGDMBODPMBODLABPMBGBMcOBGGDAABGGDPBODLBPM^QVOBEDPQBGBNBMBGBCDMRBODLBPMReDMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBCBMReBMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDReBMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQHBMaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBGDMaOBGDMBEGBMBCCPBNGBMeBMR,1
KBOKBPQHBOHBPQcOBGGDP,0
KBOKBPQHBMBGBMVOBEDPQBGBNBMReBMR,0
KBOKBPQHBMcOBGGDPQBGDMRaOBGBMBEDMBCCPQBGBNOBCDPMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBGBCDPQBGBNBMReBMR,1
KBOKBPQHBMBGBMVOBEDPQBGBNBMBGBCDMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNOBCBPMReBMR,1
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGGBMR^QBGBNBMRBGBCDReBMR,0
KBOKBPQKBLBGDMaOBGDMBEGBMBCCPBGBNBMeMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQHBLBGDMaOBGDMBEGBMBCCPBGBNBMeMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQVOBEDPQBGBNBMBGBCDMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBCBNBMReBMR,1
KBOKBPQKBLBGDMaOBGDMBEGBMBCCPBGBNBMeBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQVOBEDPQBGBNOBCDPMBGBCDMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRaOKBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQBOBPMR,0
KBOKBPQKBLBGDMaOBGDMBEGBMBCCPBGBNBMeBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBGBMaOBGDMBEGBMBCCPBGBNBMeBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBGGDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEEDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEEDMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBCCPQBGBNBMReBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^aOHBGBMBEGDMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBGDMKBGBMVOBEGDPQcOBGGDPQBGDR^QcOBGGBPQBGBMR^QBGBNBMRRBGBCDMReBMR,0
KBOKBPQaOHBGDMBEDMBCCPQeBNGOBCBPMRR,0
KBOKBPQKBGDMKBGBMVOBEGDPQcOBGGDPQBGDR^QcOBGGBPQBGBMR^QBGBNBMRRRBGBCDMReBMR,0
KBOKBPQaOHBGDMBEDMBCCPQeBNGOBCBPMRR,0
KBOKBPQKBGDMKBGBMVOBEGDPQcOBGGDPQBGDMR^QcOBGGBPQBGBMR^QBGBNBMRRRBGBCDMReBMR,0
KBOKBPQKBGDMKBGBMVOBEGDPQcOBGGDPQBGDMR^QcOBGGBPQBGBMR^QBGBNBMRRBGBCDMReBMR,0
KBOKBPQcOBGGDPeDM^eBNBOBCDPMR,0
KBOKBPQKBGDMKBGBMcOBGDPQBGDMRVOBEGDPQcOBGGBPQBGBMR^QBGBNBMRRBGBCDMeBMR,0
KBOKBPQKBGDMKBGBMcOBGDPQBGDMRVOBEGDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBGDMKBGBMcOBGDPQBGDMRVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQcOBGGDPeDM^eBNBOBCDPMR,0
KBOHBPQcOBGGDPeDM^eBNBOBCDPMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBMKBGBMcOBGGDPQBGDMRVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBMKBGBMcOBGGDPQBGDMeBMR^QVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMRR,0
KBOKBPQKBMKBGBMcOBGGDPQBGDMeBMR^QVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMRR,0
KBOKBPQHBGDMVOBEDPBNGBCCMeBMR,0
KBOKBPQHBGDMVOBEDPBNGBCCMeBMR,0
KBOKBPQHBGDMVOBEDPBNGBCCMeBMR,0
KBOKBPQHBGDMVOBEDPBNGBCCMeBMR,1
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOOBGGDPAAOBGGDPPQeDMR^HBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQHBMcBGGDBDBGGDM^aOBGDMBGBLBCCPeBGBNBR,0
KBOKBPQHBGDMcOOBGGDPAAOBGGDPPQeDMR^aOHBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMcBGGDBDQBGGDMR^QaOBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQcOBGDAABGDPQeBGDMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBReBMRR,0
KBOKBPQcOBGDAABGDPQeBGDMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMRR,0
KBOKBPQHBMcBGGGDBDQBGGGDMR^QaOBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQcOBGDBBGDPQeBGDMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMRR,0
KBOKBPQHBMaOBGDMBGBLBCCPeBGBNBR,0
KBOKBPQHBMcBGDBDQBGDMR^QaOBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQHBMcOBGDBDPQBGDMR^QaOBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBLBCCPeBGBNBRR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBLBCCPeBGBNBMRR,0
KBOKBPQcOBGDBBGDPQeBGDMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBLBCCPMeBGBNBMRR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBLBCCPeBGBNBMRR,0
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBMBCCPeBGBNBMRR,1
KBOKBPQHBMcOBGGGDAADPQBGGGDMR^QaOHBGDMBGBMBCCPeBGBNBMRR,0
KBOKBPQcOBGDBBGDPQeBGDMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMRReBMR,0
KBOKBPQHBMcOBGGDAADPQBGGDMR^QaOHBGDMBGBMBCCPeBGBNBMRR,1
KBOKBPQHBMcOBGDAADPQBGDMR^QaOHBGDMBGBMBCCPeBGBNBMRR,1
KBOKBPQHBMcQOBGDAABGDPQeBGDMR^QBGDaOBGDLBEBLBCCPQBGBNBRR,0
KBOKBPQHBMaOHBGDMBGBMBCCPeBGBNBMR,1
KBOKBPQcOBGDBBGDPQBGDMeBMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMRReBMR,0
KBOKBPQHBGDMaOHBGDMBGBMBCCPeBGBNBMR,1
KBOKBPQHBGDMaOHBGDMBEBMBCCPeBGBNBMR,1
KBOKBPQcOBGDBBGDPQBGDMeBMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMRReBMR,0
KBOKBPQHBGDMaOHBGDMBEBMBCCPBGBNBMR,1
KBOKBPQHBGDMaOHBGDMBEBMBCCPQBGBNBMReBR,0
KBOKBPQcOBGDBBGDPQBGDMeBMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMRR,0
KBOKBPQHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQcOBGDPQBGDMeBMR^QHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMRR,0
KBOKBPQKBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQcOBGDPQBGDMeBMRHBGDMaOHBGDMBEBMBCCPQBGBNBMeBMRR,0
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBReAMR,0
KBOKBPQcOBGDBBGDPQeBGAMR^QeBGAMRaOHAGAMBEAMBCCPQBGBNBMReAMR,0
KBOKBPQcOBGDPQeBGAMaOHAGAMBEAMBCCPQBGBNBMReAMR,0
KBOKBPQHBGDMcOBGDPQBGDMeBMRVOHBEBPQBGBNBMBCCMRR,0
KHBOKHPQcOBGDPQeBGAMaOHAGAMBEAMBCCPQBGBNBMReAMR,0
KBOKBPQHBGDMcOBGDPQBGDMeBMRHBGDMVOBEBPQBGBNBMBCCMRR,0
KHBOKHPQcOBGDPQeDMHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KHBOKHPQHBMcOBGDPQeDMHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBGDMcOBGDPQBGDMeBMRHBGDMVOBEBPQBGBNBMBCCMReBMR,0
KBOKPQHBMcOBGDPQeDMHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KHBOKHPQHBMcOBGDPeDMHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KHBOKHPQHBMcOBGDPQeDMRHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KHBOKHPQHBMcOBGDPQeDMRHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMcOBGDPQBGDMeBMRHBGDMVOBEBPQBGBNBMBCCMReBMR,0
KBOKBPQKBGDMcOBGDPQBGDMeBMRHBGDMVOBEBPQBGBNBMBCCMReBMR,0
