answer,is_true
HBOZHNBPQHBGDMVOBSBTAGDPBCCMeBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPBCCMeBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQR,1
HBOZHNBPQHBGDMHBGDMcOBSBTGDPQBGBCCReBMR,0
HBOZHNBPQHBGDMHBGDMcOBSBTGDPQBGBCCMReBMR,0
HBOZHNBPQHBGDMHBGDMcOBSBTGGDPQBGBCCMReBMR,0
HBOZHNBPQHBGDMHBGDMcOBSBTGGDPQBCCMReBMR,1
HBOZHNBPQHBGDMcOBSBTGGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBCDTAGDPBCCMeBMR,1
HBOZHNBPQHBGDMVOBSBTGGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBCDTAGDPBCCMeBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGDPQCCBMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPBCCMeBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGBPQCCBMReBMR,0
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGDPQCCBMReBMR,0
HBOZHNBPQHBGDMVOBSBCDTAGDPBCCMeBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGDPQCCBMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPBCCMeBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGDCAPQCCBMReBMR,1
HBOZHNBPQHBGDMVOBGDPQcOBSBTGGAPQeBMR^QBCCRR,0
HBOZHNBPQHBGDMVOBGDPQcOBSBTGGDPQeBMR^QBCCRR,0
HBOZHNBPQHBGDMVOBSBTAGDCAPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBGDPQcOBSBTGGAPQeBMR^QBCCMRR,0
HBOZHNBPQHBGDMVOBSBTAGDCAPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPBCCMeBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOPQcOBSBTAGDPQBCCMR^QeBMRR,0
HBOZHNBPQHBGDMVOPQcOBSBTAGDPQBCCMR^QeBMRRR,0
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,0
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQeBOBPMR,0
HBOZHNBPQHBMHBMaOBGDMBEBMBCCPQReBMR,1
HBOZHNBPQHBMBGDMVOBSBTAGDPQBCCMReOBPMR,1
HBOZHNBPQHBGBOBPMR,0
HBOZHNBPQHBGBOBPMR,0
HBOZHNBPQHBGDMVOBSBTAGDPQBCCMReBMR,1
HBOZHNBPQHBGDMVOBSBTAGDPQBGBCDMReBMR,1
